"id","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","Consent","ATT01","ATT02","ATT03","ATT04","ATT05","ATT06","ATT07","ATT08","ATT09","ATT10","ATT11","ATT12","ATT13","ATT14","ATT15","ATT16","ATT17","ATT18","ELS01","ELS02","ELS03","ELS04","ELS05","ELS06","ELS07","ELS08","ATT19","ATT20","ATT21","ATT22","ATT23","ATT24","ATT25","ATT26","ATT27","ATT28","ATT29","ATT30","ATT31","ATT32","ATT33","RECS01","RECS02","RECS03","RECS04","RECS05","RECS06","RECS07","RECS08","RECS09","RECS10","RECS11","RECS12","RECS13","RECS14","RECS15","RECS16","LAN01","LAN02","LAN03","LAN04","LAN05","LAN06","LAN07","LAN08","LAN09","NEP01","NEP02","NEP03","NEP04","NEP05","NEP06","NEP07","NEP08","NEP09","NEP10","NEP11","NEP12","NEP13","NEP14","NEP15","DUMMYVAR01","DUMMYVAR02","DUMMYVAR03","DUMMYVAR04","DUMMYVAR05","DUMMYVAR06","DEM01","DEM02","DEM03","DEM04","DEM05","DEM06","DEM07","DEM08","DEM09","DEM10","DEM11","DEM12","DEM13","DEM14","DEM15","DEM16","DEM17","DEM18","DEM19","DEM20","DEM21","DEM22","DEM23","DEM24","DEM25","DEM26","DEM27","LAN10","LAN11","LAN12","LAN13","LAN14","LAN15","LAN16","LAN17","LAN18","LAN19","LAN20","LAN21","LAN22","LAN23","LAN24","LAN25","LAN26","LAN27","LAN28","LAN29","LAN30","LAN31","LAN32","LAN33","LAN34","LAN35","LAN36","LAN37","LAN38","LAN39","LAN40","LAN41","LAN42","LAN43","LAN44","LAN45","LAN46","LAN47","LAN48","LAN49","LAN50","LAN51","LAN52","LAN53","LAN54","LAN55","LAN56","LAN57","LAN58","LAN59","LAN60","LAN61","LAN62","LAN63","LAN64","LAN65","LAN66","LAN67","LAN68","LAN69","LAN70","LAN71","LAN72","LAN73","LAN74","LAN75","LAN76","LAN77","LAN78","LAN79","LAN80","LAN81","LAN82","LAN83","LAN84","LAN85","LAN86","LAN87","RS01","RS02","RS03","RS04","RS05","RS06","DEM28","DEM29","DEM30"
11,100,3375,1,2018-11-01 10:01:49,"R_aWQIoDiw4WcYla1",1,3,3,7,3,6,2,3,3,2,4,6,2,6,2,2,500,10,0.01,2,6,6,3,2,1,5,5,300,400,250,200,1000,500,1200,650,500,150,75,750,200,250,300,2,2,"",2,"",2,"na",7,6,"I have central AC","1",6,6,1,2,1,"Turning off and unplugging what I am not using.Opening curtains during the day to let the light in for warmth and light. Manually adjusting the thermostat as necessary. Washing clothes on cold and using energy-saving mode on the dryer.","Leaving the radio on for the dog and leaving some of the TV's always plugged in.","No, I am pretty mindful wherever I go.",4,2,4,2,2,1,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,2,65,1,31,3,3,2,1,1,"",2,"",1,2,3,1,1,2,1,0,0,0,1,"",1,6,48,70,65,72,75,2,4,70,6,68,4,4,1,1,1,1,3,1,1,1,1,3,2,2,3,3,3,6,3,6,1,3,6,3,2,1,2,3,6,3,6,2,3,6,4,3,1,2,3,2,3,1,1,1,1,3,2,2,4,6,4,6,3,5,2,5,6,5,1,3,6,5,6,2,6,2,6,6,5,5,1,5,5,5,2,2,1,2
12,100,3263,1,2018-11-02 11:36:51,"R_1PbKmtQwRq9CEVH",1,1,1,1,5,1,5,1,5,5,4,7,4,1,1,5,450,10,0.1,1,1,3,3,4,2,1,1,120,500,300,200,800,200,500,1000,500,50,25,200,200,100,75,2,2,"",2,"",2,"0",7,2,"","10",4,4,4,1,2,"Not setting the a/c too high or low, turning off stuff when not using it, try to run laptops off battery when possible. less hot baths","a lot of hot baths, tvs on when no one watching. air too low","an award system :)",4,6,4,6,1,2,3,5,2,4,2,1,1,3,1,3,3,5,2,5,3,0,0,0,0,0,0,3,180,1,35,6,4,2,1,4,"",1,"",1,1,1,1,1,1,4,0,0,0,1,"",1,7,24,75,75,74,78,4,4,77,7,77,7,3,1,3,3,3,3,2,3,3,2,2,3,2,6,6,6,6,3,6,6,3,4,6,4,6,6,6,6,3,6,6,3,4,6,3,1,3,3,3,3,2,3,3,3,3,3,2,6,6,6,6,3,6,6,6,6,6,2,6,6,6,6,3,6,6,6,6,6,3,3,5,3,3,4,2,2,2
13,100,3226,1,2018-11-01 09:57:30,"R_2q4PoSfjiktJwOi",1,6,8,7,8,6,7,7,7,6,8,5,7,6,7,6,500,100,50,1,3,1,3,2,1,4,3,110,95,80,50,50,60,20,40,70,2,25,40,40,30,50,3,3,"",2,"",1,"50",3,3,"","40",2,3,2,1,4,"The opportunities energy is very residence.","The waste particular is AC.","The conservation measures is very likely.",1,2,2,1,1,3,2,1,2,3,1,2,1,2,2,1,2,1,2,1,2,0,0,0,0,0,0,2,30,1,34,4,6,5,1,8,"",2,"",1,1,2,2,2,2,6,8,9,8,2,"",1,4,12,4,5,4,5,2,1,4,8,5,8,2,1,1,2,2,2,1,2,1,2,2,1,2,1,3,1,2,3,2,3,2,1,3,1,3,2,1,3,1,2,1,3,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,3,1,3,1,3,1,3,2,1,3,2,3,1,3,2,3,1,2,3,2,1,2,1,2,1,1,1,2
14,100,3097,1,2018-11-01 17:22:56,"R_3HYYIUNKN3ZPtfd",1,1,6,6,1,8,1,5,3,2,6,6,1,1,3,1,500,10,1,2,6,6,3,3,6,3,1,40,150,120,50,200,250,250,200,200,50,60,200,50,100,100,1,4,"",4,"",1,"1",4,1,"","1",6,4,3,2,2,"heating","windows","insulation under the house",4,6,3,2,2,2,3,5,1,5,1,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,2,100,2,58,2,3,1,1,8,"",1,"",2,1,1,2,2,1,2,0,0,0,1,"",2,7,10,70,68,68,70,1,2,68,4,71,8,3,1,1,1,1,3,1,1,1,1,3,1,1,4,4,2,5,2,2,2,2,5,5,3,3,3,2,5,2,2,4,4,5,5,3,1,1,2,1,2,1,1,2,2,3,3,2,2,4,2,6,2,2,4,4,6,6,2,2,2,2,6,2,2,2,5,5,5,5,1,5,5,5,3,2,1,2
15,100,3091,1,2018-11-01 17:04:57,"R_2tFkW4w5DfNjH2P",1,2,3,4,2,3,2,4,4,2,3,4,3,3,4,2,35,25,45,2,2,3,2,2,2,2,2,25,65,74,65,25,23,37,48,45,24,27,28,68,25,55,3,2,"",3,"",1,"35",3,2,"","25",2,3,4,1,3,"Modern appliances, such as, freezers, ovens, stoves, dishwashers, and clothes washers and dryers, use significantly less energy than older appliances.","It can only be transferred from one form to another or moved. Energy that is wasted like the heat energy from an electric lamp, does not disappear.","Shutdown your computer. Computers are some of the biggest energy users in office buildings.",2,1,1,1,1,1,1,2,3,2,1,2,3,2,1,2,3,2,1,2,3,0,0,0,0,0,0,1,150,2,26,5,4,500,1,5,"",1,"",1,1,1,1,1,1,5,6,7,5,1,"",1,3,7,25,45,65,27,1,2,26,8,47,7,1,1,2,2,1,2,1,2,1,2,1,2,2,1,3,2,3,2,1,3,3,2,2,2,1,3,3,2,2,3,1,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,2,3,2,1,2,3,2,3,2,1,3,2,1,2,3,1,2,3,1,2,1,2,1,1,1,1,1
16,100,3056,1,2018-11-01 09:49:24,"R_2anRnoICTbHKWaS",1,6,6,7,3,7,2,2,6,7,3,1,3,6,2,2,450,10,1,1,6,6,3,6,6,3,1,150,50,20,50,175,190,165,225,175,110,35,175,110,120,1115,1,7,"",6,"NA",1,"1",2,4,"","1",5,5,5,2,1,"replacing the light bulbs with more energy saving options","leaving tv on when no one is watching","no",4,6,3,2,2,2,4,2,4,2,4,2,2,2,2,1,4,3,4,4,4,0,0,0,0,0,0,3,35,2,54,3,2,2,3,1,"",2,"",1,2,1,2,2,3,1,2,0,0,1,"",3,8,30,68,68,78,78,2,4,75,6,70,6,4,1,1,1,1,3,1,1,1,1,1,1,4,1,2,2,6,5,5,3,2,5,5,2,2,2,3,6,2,2,4,4,5,5,3,1,1,1,1,3,1,1,1,1,1,1,3,2,3,5,6,5,5,2,3,5,5,3,3,3,5,6,4,4,5,5,5,5,2,4,3,2,2,5,2,2,1
17,100,3021,1,2018-11-03 12:00:34,"R_O6yh1Jv7npGrMYN",1,5,4,4,6,5,4,5,5,4,4,5,5,3,5,5,500,0.01,100,1,3,4,3,2,2,3,2,30,175,120,50,30,20,150,150,90,5,3,7,4,2,6,3,3,"",3,"",1,"8",4,2,"","12",2,2,4,1,3,"To reduce the energy of consumption in at home","In the energy than an efficient one does on the average minutes.","Use smart power strips and Install a programmable or smart thermostat.",1,3,1,2,3,2,3,2,2,3,3,2,4,3,4,4,2,3,3,4,2,0,0,0,0,0,0,1,800,1,27,6,6,3,1,2,"",2,"",1,1,1,1,2,2,8,7,7,8,1,"",1,7,15,75,50,65,70,3,2,66,7,57,8,3,2,2,2,1,1,1,2,2,3,1,3,5,4,5,4,4,5,5,4,4,4,5,5,5,5,5,3,3,3,5,6,4,6,2,1,1,1,3,3,1,3,2,3,3,1,6,5,6,4,4,3,3,2,2,2,3,4,5,4,3,4,3,3,3,2,3,3,5,3,4,2,3,2,1,1,1
18,100,2965,1,2018-11-01 12:27:38,"R_1BSrotD4tP4pvQO",1,4,4,7,6,5,2,3,4,1,6,6,2,3,3,2,767,40,10,1,3,4,3,1,1,1,6,80,200,400,200,500,80,100,500,300,80,75,500,200,200,100,5,3,"",3,"",2,"0",7,3,"","5",5,5,1,1,1,"Turn off lights sooner, watch less tv, and hang clothes out to dry...","On the computer and have the tv on at the same time.","Only have one computer and one tv...",4,4,4,2,1,2,5,1,5,2,5,2,4,2,4,1,4,1,4,5,5,0,0,0,0,0,0,1,200,2,36,3,4,3,1,4,"",1,"",1,1,1,1,1,1,2,1,1,1,1,"",2,7,252,73,73,72,72,2,1,72,7,73,3,4,1,3,3,1,1,1,1,1,1,1,3,3,5,5,2,5,3,3,2,3,3,6,1,2,5,2,3,1,1,3,3,2,6,3,1,3,3,1,1,1,1,1,1,1,3,2,6,6,3,5,3,3,2,3,3,6,1,6,6,2,4,1,1,3,2,2,6,2,4,5,1,1,5,2,2,1
19,100,2945,1,2018-10-31 17:48:35,"R_1MMnldyyhMGjPMj",1,6,7,8,7,6,5,6,5,6,7,6,5,6,7,6,500,100,100,3,3,3,1,2,4,4,5,23,23,27,10,10,12,8,6,4,23,45,32,43,23,23,3,3,"",4,"",1,"123",5,2,"","12",3,4,3,1,2,"YES GOOD","GOOOD","GOOD",2,3,2,2,2,4,4,3,2,1,2,3,2,3,2,1,2,4,3,2,1,0,0,0,0,0,0,1,56,1,30,3,5,3,2,6,"",1,"",1,1,1,1,2,1,8,6,8,4,2,"",1,5,4,80,50,34,3,2,1,23,8,45,6,1,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,3,4,3,2,2,3,1,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,2,3,3,2,3,2,2,2,3,3,2,2,1,3,2,2,2,1,1,1
20,100,2912,1,2018-11-02 12:32:12,"R_3Eg6IGA1pWIvCKL",1,6,5,6,2,6,3,3,4,3,2,6,2,7,2,3,500,10,0.1,1,3,3,3,6,6,2,1,50,300,200,50,500,200,300,500,600,50,75,600,500,600,200,1,1,"",1,"",2,"0",7,1,"","4",5,5,5,2,1,"Getting rid of my father in law.  He leaves his TV on 24 hours a day and usually has a light on, even in daylight.","My husband and daughter are very forgetful about turning off lights and my husband thinks you should just leave a light on in the kitchen all night.","Washing clothes in cold water, only running the dishwasher when it's full, making sure the air conditioning is off over night.",3,3,3,2,2,2,3,5,2,2,1,2,1,4,1,5,1,2,2,3,1,0,0,0,0,0,0,2,117,2,40,4,4,5,1,1,"",1,"",1,1,1,1,1,1,4,2,0,0,1,"",1,8,48,72,72,68,68,2,1,74,4,75,7,4,1,1,1,1,1,1,1,1,1,1,3,2,5,5,1,5,3,5,2,1,1,6,3,6,6,2,6,2,2,3,2,5,6,2,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,5,3,5,3,5,2,6,2,6,6,6,6,2,6,4,6,5,6,4,2,5,5,5,2,2,1,2
21,100,2838,1,2018-11-01 16:47:35,"R_11Yq499b9UFLPYE",1,6,4,6,2,6,2,2,4,1,2,6,4,7,2,2,500,10,0.001,1,3,1,3,3,1,3,1,40,250,2020,480,500,700,700,1500,750,60,25,750,250,250,200,1,4,"",4,"",2,"0",7,4,"","10",6,1,5,2,4,"Getting better insulation installed.","My windows are pretty old and not sealed properly to the highest standards. The insulation also need to be upgraded.","Sky lights in the house to cut back on lighting. Better insulation and reseal the windows.",2,1,2,1,2,1,1,3,2,3,1,3,1,4,1,5,1,3,2,3,1,0,0,0,0,0,0,2,120,1,33,4,4,1,1,1,"",2,"",1,1,1,1,1,1,4,2,0,0,1,"",1,4,120,72,70,75,75,1,2,70,4,72,6,4,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,2,3,4,2,6,6,2,2,3,3,2,2,1,5,3,6,6,4,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,2,2,5,5,6,6,1,2,2,5,2,2,1,5,5,6,6,4,2,5,4,4,2,2,1,2
22,100,2811,1,2018-11-01 10:45:21,"R_3rMVsXqQ04nAdSP",1,6,4,4,2,4,3,3,3,3,3,3,2,4,4,2,520,10,0.1,1,3,1,3,2,4,1,5,25,600,250,125,900,700,350,350,300,15,15,25,100,75,150,2,3,"",3,"",2,"0",7,3,"","0",4,6,4,1,1,"Television time","Leaving the TV on too much","I would like to go solar eventually",3,2,3,1,3,1,4,4,2,2,1,4,2,4,2,4,2,4,1,4,2,0,0,0,0,0,0,1,220,1,59,4,2,4,1,1,"",1,"",1,1,1,1,1,1,3,2,0,0,1,"",1,8,36,30,30,90,90,1,1,65,4,70,4,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,5,5,2,2,2,4
23,100,2766,1,2018-11-01 10:06:52,"R_3fE6F7bDwTaT1rB",1,6,4,7,2,6,1,1,4,4,4,1,1,6,1,3,543,1,1,1,6,2,3,3,4,6,6,45,34,34,56,76,80,90,100,90,45,34,56,78,76,65,2,4,"",4,"",1,"1",4,4,"","1",4,4,2,2,1,"if we moved and got out of this old old house with improper things in it, such as the very old windows, etc. the heater seems to be all wrong too at times.","TV on so much ( not by me)","yes, quite a few but can't recall the details right now",3,3,3,2,1,2,3,3,2,3,2,3,2,3,3,5,3,3,3,2,3,0,0,0,0,0,0,2,107,2,55,4,2,3,1,3,"",7,"",1,2,1,2,2,2,0,0,0,2,4,"my room mate pays it",2,8,165,72,68,70,90,3,5,68,5,72,6,3,1,2,2,1,3,2,2,2,1,2,2,3,3,3,3,6,3,3,3,3,4,4,3,3,3,2,6,3,3,4,3,4,4,3,1,3,2,3,3,2,2,3,3,2,2,3,4,4,6,6,4,4,6,6,5,5,3,3,3,6,6,3,3,6,6,4,4,2,2,4,3,3,4,2,1,2
