"id","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","Consent","ATT01","ATT02","ATT03","ATT04","ATT05","ATT06","ATT07","ATT08","ATT09","ATT10","ATT11","ATT12","ATT13","ATT14","ATT15","ATT16","ATT17","ATT18","ELS01","ELS02","ELS03","ELS04","ELS05","ELS06","ELS07","ELS08","ATT19","ATT20","ATT21","ATT22","ATT23","ATT24","ATT25","ATT26","ATT27","ATT28","ATT29","ATT30","ATT31","ATT32","ATT33","RECS01","RECS02","RECS03","RECS04","RECS05","RECS06","RECS07","RECS08","RECS09","RECS10","RECS11","RECS12","RECS13","RECS14","RECS15","RECS16","LAN01","LAN02","LAN03","LAN04","LAN05","LAN06","LAN07","LAN08","LAN09","NEP01","NEP02","NEP03","NEP04","NEP05","NEP06","NEP07","NEP08","NEP09","NEP10","NEP11","NEP12","NEP13","NEP14","NEP15","DUMMYVAR01","DUMMYVAR02","DUMMYVAR03","DUMMYVAR04","DUMMYVAR05","DUMMYVAR06","DEM01","DEM02","DEM03","DEM04","DEM05","DEM06","DEM07","DEM08","DEM09","DEM10","DEM11","DEM12","DEM13","DEM14","DEM15","DEM16","DEM17","DEM18","DEM19","DEM20","DEM21","DEM22","DEM23","DEM24","DEM25","DEM26","DEM27","LAN10","LAN11","LAN12","LAN13","LAN14","LAN15","LAN16","LAN17","LAN18","LAN19","LAN20","LAN21","LAN22","LAN23","LAN24","LAN25","LAN26","LAN27","LAN28","LAN29","LAN30","LAN31","LAN32","LAN33","LAN34","LAN35","LAN36","LAN37","LAN38","LAN39","LAN40","LAN41","LAN42","LAN43","LAN44","LAN45","LAN46","LAN47","LAN48","LAN49","LAN50","LAN51","LAN52","LAN53","LAN54","LAN55","LAN56","LAN57","LAN58","LAN59","LAN60","LAN61","LAN62","LAN63","LAN64","LAN65","LAN66","LAN67","LAN68","LAN69","LAN70","LAN71","LAN72","LAN73","LAN74","LAN75","LAN76","LAN77","LAN78","LAN79","LAN80","LAN81","LAN82","LAN83","LAN84","LAN85","LAN86","LAN87","RS01","RS02","RS03","RS04","RS05","RS06","DEM28","DEM29","DEM30"
298,100,1440,1,2018-03-01 21:06:29,"R_1E0Puz3eosGTvdk",1,1,9,9,4,9,6,7,1,1,1,7,2,6,1,1,500,10,1,1,3,3,3,3,2,2,1,15,75,40,50,200,200,200,200,150,200,125,200,175,131,200,1,1,"",4,"",2,"0",7,6,"We do not have individual air conditioning units in our apartment.","5",4,3,4,2,5,"Make sure the windows are well insulated. Wash clothes on cold instead of warm/hot. Turn the temperature on the water heater down a few degrees. Use wood burning fire place when it is freezing outside.","We have old appliances, such as the stove and the refrigerator. These are at least 20 years old, if not older. Our central heating and air unit is also old, but I do not know how old.","Windows which have had nitrogen pumped in between the panes. I have seen and heard that this is supposedly energy saving. It sounds expensive, though.",2,2,4,1,1,1,4,5,2,2,1,1,1,4,1,5,2,5,1,1,1,0,0,0,0,0,0,1,62,1,29,2,6,2,1,1,"",1,"",1,2,1,1,1,2,2,1,1,0,1,"",3,8,9,70,70,75,78,1,5,75,4,70,7,3,1,1,2,1,1,1,1,1,1,1,1,1,1,5,2,4,3,4,1,1,2,5,3,2,4,3,3,1,1,5,3,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,4,5,5,4,5,1,1,1,3,4,2,1,5,5,4,2,5,2,5,5,5,2,2,2,4
299,100,2656,1,2018-03-01 22:12:21,"R_1E6fWrljTTzJrcd",1,3,8,6,2,6,7,6,4,1,2,6,8,6,1,4,500,10,1,1,3,3,3,1,2,3,1,30,200,144,130,200,200,149,200,200,76,120,161,123,154,163,2,3,"",6,"Don't have central air",1,"2",3,4,"","10",6,2,4,2,2,"Installing better insulating windows. Use the heater and air conditioner a lot less than I do now. Turn off the lights when I'm not in the home","My freezer and refrigerator are old and aren't energy efficient. My washer as dryer gets used when I don't have a full load.","Better insulating windows and doors could save me a lot in heating and cooling energy.",3,2,3,2,2,2,5,2,3,2,1,1,1,4,2,3,4,2,2,2,4,0,0,0,0,0,0,1,105,1,31,4,2,3,1,1,"",1,"",1,1,1,2,2,2,3,4,0,0,1,"",1,8,81,69,60,75,85,2,4,70,3,71,7,1,1,1,1,1,1,1,1,1,1,3,3,4,2,1,1,5,2,3,5,3,6,6,4,3,3,2,1,3,1,5,4,6,6,2,1,1,1,1,1,1,1,1,1,3,3,4,3,5,5,3,3,2,5,5,6,6,3,2,5,6,1,3,1,5,5,6,6,2,5,4,4,5,5,2,2,3
300,100,2440,1,2018-03-01 22:15:21,"R_3PRCthFcnmAa2vV",1,6,4,7,3,4,4,7,3,3,1,7,2,3,1,2,500,1,1,2,6,1,3,3,2,6,1,93,132,121,108,199,179,186,179,134,60,25,100,87,131,70,2,1,"",1,"",2,"0",7,6,"n/a","15",2,4,5,2,1,"Turning the heat down to 65 and turning the air up to 75. Using a clothesline instead of dryer.","We leave many of the lights on all day everyday.","Changing to CFL bulbs would be excellent.",2,2,2,1,2,1,2,4,1,4,1,4,2,4,1,4,1,5,1,5,1,0,0,0,0,0,0,1,300,2,46,4,4,3,1,1,"",1,"",1,1,1,1,1,1,6,0,0,0,1,"",1,3,168,71,71,68,68,1,1,68,4,68,6,5,1,1,1,1,1,1,1,1,1,1,3,3,4,4,2,3,3,4,2,3,4,6,2,3,3,2,2,2,1,2,3,4,6,4,1,3,3,3,1,1,1,1,1,1,3,2,5,5,4,3,3,5,3,5,5,6,2,4,4,4,3,2,1,4,5,4,6,2,3,4,4,4,4,2,2,3
301,100,2621,1,2018-03-01 23:08:32,"R_301aITKPuSYN3pN",1,5,6,7,4,7,2,6,5,1,3,6,1,1,4,1,500,10,10,2,3,3,3,3,1,3,1,11,6,3,14,142,139,152,170,159,119,121,134,138,137,110,2,2,"",2,"",2,"1",4,2,"","3",6,6,1,2,1,"Replace(d) all incandescant bulbs with LED bulbs. Use as little as HVAC as possible; air dry items when appropriate; use less hot water in machine and shower; unplug infrequently used items; only do full loads of laundry; only run dishwasher when completely full; use solar powered items when able; have TV on less; replace appliances (after they no longer work) with energy efficient appliances; seal up any drafty areas; leave blinds and curtains closed during very hot or very cold weather conditions.","Air dry items (we can't because we live beside farm and air smells like manure). Unplug infrequently used electrical items; use cold instead of hot when washing clothes (very unsanitary). Don't run dishwasher until it is completely full.","Solar panels, new special small unit on demand hot water heaters.",4,3,4,3,1,1,4,3,2,3,2,2,3,3,2,3,4,2,3,4,3,0,0,0,0,0,0,2,270,2,48,4,3,4,1,2,"",1,"",1,1,1,1,1,2,0,5,0,0,1,"",1,8,120,68,68,74,77,2,3,72,1,69,2,3,2,2,3,1,2,1,1,1,1,2,3,1,2,5,2,3,3,4,1,3,4,6,4,4,6,3,4,2,3,4,4,5,6,2,1,2,3,2,2,1,1,1,2,2,3,1,6,6,5,5,3,4,1,5,5,6,2,6,6,5,5,3,3,3,5,5,6,5,3,5,1,1,2,2,2,6
302,100,1764,1,2018-03-01 23:28:09,"R_2OUxXHE3Wg5PYhe",1,1,9,7,3,8,6,7,6,1,3,4,6,6,1,2,500,10,1,2,1,1,3,3,1,3,1,19,200,200,130,200,200,200,200,200,80,25,200,200,120,200,1,4,"",4,"",1,"1",5,4,"","4",4,4,4,2,1,"Turn the water heater down to 120 maximum. Turn off light. Use LED bulbs. Unplug appliances that are never used. Turn heat down. Use less air conditioning. Use window fans in the summer.","My windows have some leaks and leak heat in the winter.","Solar panels would be nice to have installed to reduce electricity.",3,2,3,2,1,1,2,2,4,1,5,1,2,1,2,1,4,2,5,2,4,0,0,0,0,0,0,2,110,1,61,3,4,1,1,1,"",2,"",1,2,1,2,2,2,0,3,2,0,1,"",1,2,366,70,66,77,84,2,4,74,4,71,6,4,1,1,1,1,1,1,1,1,1,3,3,5,4,5,3,3,2,2,4,2,6,6,2,2,2,3,3,2,2,4,3,6,6,5,1,3,3,3,3,1,1,1,3,3,3,3,6,6,6,6,1,1,4,6,6,6,2,6,6,6,6,1,1,4,6,6,6,5,4,5,5,4,1,2,2,3
303,100,1510,1,2018-03-04 10:25:16,"R_0JnGagDFITYJqsV",1,6,7,6,3,6,4,3,1,2,2,1,2,1,1,1,500,10,1,2,2,6,3,3,4,3,6,100,38,13,12,59,118,64,25,12,20,12,133,21,17,61,1,3,"",1,"",1,"1",1,4,"","6",5,5,6,2,2,"I use a clothesline instead of a dryer during the spring and summer.","I have an older heat pump that dosent always work right. Sometimes it freezes over,and I have to use straight electric heat.","Not really sure about this one. A new heat pump would do very well though",3,2,3,2,1,1,5,2,3,1,2,2,2,2,2,4,4,1,3,4,3,0,0,0,0,0,0,2,120,2,59,3,2,1,1,2,"",1,"",1,1,1,1,1,1,2,1,0,0,1,"",1,3,288,74,70,72,72,1,2,72,5,76,8,4,2,3,3,2,2,2,2,3,2,3,3,4,6,6,4,4,4,4,6,2,6,6,2,6,6,2,2,2,2,6,2,6,6,4,2,3,3,3,2,2,2,3,3,3,3,4,6,6,6,4,4,4,6,6,6,6,2,6,6,6,2,2,2,6,6,6,6,2,3,3,3,3,3,2,2,2
304,100,1266,1,2018-03-04 11:00:46,"R_2WuPPE9x1aYXMBF",1,7,6,6,4,1,1,1,1,1,2,5,3,1,1,2,500,10,1,2,4,3,3,3,2,3,1,32,159,132,77,181,179,138,200,155,74,25,156,79,123,147,2,3,"",3,"",2,"0",7,7,"","9",4,2,4,1,1,"Changing out remaining incandescent lightbulbs, maybe looking into a window unit AC","Some lights are left on a lot, I'm not sure how old the refrigerator is","Maybe solar panels",4,6,4,2,1,3,4,4,2,4,2,3,1,5,1,5,2,5,2,4,1,0,0,0,0,0,0,2,170,2,35,3,4,3,1,1,"",1,"",1,1,1,1,1,1,4,2,0,0,1,"",3,8,120,68,68,78,78,1,1,76,7,68,6,4,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,3,5,4,2,3,6,1,1,1,1,3,1,1,4,2,5,6,4,1,1,1,1,2,1,1,1,1,1,3,1,5,5,5,3,3,5,3,5,3,6,1,5,5,4,3,1,1,4,5,5,6,4,3,5,5,5,4,2,2,2
305,100,1987,1,2018-03-04 11:28:42,"R_1GwbfGu7yFdzJYo",1,8,2,6,1,1,1,1,4,7,1,4,1,6,1,3,500,10,1,2,4,6,3,3,4,1,5,56,36,45,67,74,123,137,96,60,36,83,192,54,26,158,3,2,"",2,"",2,"1",2,7,"","5",3,3,6,2,1,"Replacing standard light bulbs with energy-efficient bulbs and updating appliances to energy efficient ones.","Children leaving lights and appliances on not being used, old outdated wiring and pipes, outdated appliances that draw a lot of power.","Changing all of the bulbs in our home to energy efficient ones. I have also seen people save $100s a year by updating their appliances.",3,3,3,3,3,2,1,5,1,1,1,5,1,1,1,5,1,5,1,5,1,0,0,0,0,0,0,3,450,2,29,3,3,4,1,1,"",2,"",1,1,1,1,1,2,0,0,0,0,1,"",1,8,39,69,67,68,75,2,2,67,3,72,4,4,1,2,2,3,1,2,2,3,1,3,3,1,1,1,5,4,5,3,5,2,5,5,1,1,1,4,3,2,2,6,1,2,2,4,1,2,2,3,2,3,3,3,3,3,3,1,2,1,6,4,3,4,6,4,6,6,1,1,1,6,3,3,4,6,1,6,6,5,3,5,3,1,2,2,2,2
306,100,1486,1,2018-03-04 11:33:53,"R_1eCMxPNff3V0oUF",1,6,9,7,3,6,9,9,5,2,3,1,1,3,3,3,75,10,1,2,2,5,3,3,2,1,5,80,60,40,10,111,147,124,187,98,20,0,100,60,30,158,1,5,"",5,"",2,"0",1,5,"","3",2,6,5,2,2,"Using the dryer less often.","Leaving the lights on when leaving a room.","Changing light bulbs.",3,6,3,3,3,3,5,4,2,4,2,1,2,3,1,2,5,3,2,4,5,0,0,0,0,0,0,2,140,2,38,4,1,4,1,6,"",2,"",2,2,2,2,2,2,4,4,0,0,1,"",3,8,3,45,30,80,85,2,2,80,9,60,10,1,1,1,1,1,3,3,3,3,1,2,3,2,1,1,2,6,6,6,6,2,3,6,2,2,2,1,6,6,6,6,3,5,6,1,2,1,1,3,3,3,3,3,3,3,3,2,1,2,5,6,6,6,6,5,5,6,2,1,2,5,6,6,6,6,5,4,6,2,3,4,2,2,2,2,2,4
307,100,1186,1,2018-03-04 11:39:17,"R_D8Nq6xVuS8HeO7D",1,6,9,6,4,8,2,2,3,2,3,6,2,6,1,2,500,100,1,2,3,4,3,3,5,3,1,64,145,119,97,137,113,157,107,129,39,25,121,126,157,58,1,1,"",1,"",2,"0",7,1,"","12",4,4,4,2,1,"Getting a better handle on the heating situation when it gets cold outside, turning off lights and appliances when not in use.","Leaving lights and TV's on when not being used, an HVAC system over a decade old (estimated).","Replacing the HVAC unit with a newer, energy efficient one.",3,1,3,2,3,2,4,2,4,1,3,2,3,2,1,2,4,1,4,1,4,0,0,0,0,0,0,2,135,1,20,2,3,2,1,2,"",1,"",1,3,1,1,1,3,1,1,0,0,1,"",3,7,7,67,67,72,72,2,4,70,4,72,6,4,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,3,1,3,4,2,1,4,3,4,4,3,4,2,3,4,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,5,5,4,4,1,3,5,5,1,4,2,5,5,4,4,2,2,4,5,3,2,4,4,5,2,1,4,2,2,1
308,100,469,1,2018-03-08 14:28:43,"R_32VN9r5w02zUezn",1,1,9,8,5,4,4,4,2,2,4,5,6,2,2,1,500,100,100,1,2,3,2,2,4,3,1,174,200,149,170,139,159,150,200,200,59,30,10,16,16,64,2,1,"",4,"",1,"1",2,2,"","3",2,2,2,2,2,"The best opportunities for saving energy in my home would be to replace the windows in my home and also to put in more energy star appliances. the window thing is a huge deal and it sucks out a lot of cool air in the summer so it always feels hotter than it is regardless of how low you turn it down.","I know that the windows really need to be replaced. We also have a tendency to waste a lot of water.","We have implemented recycling in my city.",1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,245,2,35,2,5,5,1,1,"",1,"",2,2,1,1,1,1,5,2,2,0,1,"",1,5,72,76,74,73,73,1,1,73,1,73,2,1,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,3,2,2,1
